ID,Ссылка на страницу с игрой,Название игры,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание игры,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12
263,https://r-games.net/263-second.html,SECOND,Бортник Борис,BIL corp.,1991,БК0010,Леталка-Стрелялка,1991,,,Русский,"Вторая игра космо-приключенческой серии от Бил корп, начало Bally (Diday), продолжение - Planet.",second429e.zip,,,,,,,,,,1365143632_1.png,1365143677_2.png,1365143624_3.png,1365143681_4.png,,,,,,,,
20768,https://r-games.net/20768-sex-cartoons.html,SEX CARTOONS (БК0011М),Porno-Soft,,,БК0011М,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,https://r-games.net/618-sex-game.html,SEX GAME,MMM&CHS,,,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,https://r-games.net/619-sex-simulation.html,SEX SIMULATION,MMM&CHS,,,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,https://r-games.net/620-sex-bomb-1.html,SEX-BOMB,MMM&CHS,,1993,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,https://r-games.net/714-sfincs.html,SFINCS,,,,БК0010,Лабиринт,,,,Русский / Английский,"Цель игры: Пройти 9 лабиринтов, собирая клады, уничтожая преграды, убегая от привидений.",sfinksda14.7z,,,,,,,,,,1494577784_1.png,1494577748_2.png,1494577796_3.png,1494577805_4.png,,,,,,,,
760,https://r-games.net/760-sherif-and-bandit-beysik.html,SHERIF AND BANDIT (БЕЙСИК),"Юров Владислав, Бабешко Михаил",ANDROID,1990,БК0010-01 БЕЙСИК,"Ралли, Аркада",1990,Бабешко Михаил,,,"Подкупив охрану и завладев машинами, из тюрьмы бежало 13 преступников. Помогите шерифу поймать их.",sherif_and_banditef80.zip,,,,,,,,,,1494578469_2.png,1494578491_1.png,1494578469_3.png,,,,,,,,,
390,https://r-games.net/390-shooting.html,SHOOTING,Чистяков Александр,BILATERAL STAMP,1995,БК0010,"Аркада, Стрелялка",1995,,,Английский,"Имитатор тира, где вместо неподвижных предметов находятся монстры, способные забирать Вашу энергию. Ваша задача: за время появления объектов на экране суметь определить наиболее опасного и уничтожить его.",shooting1376.zip,,,,,,,,,,1494579603_1.png,1494579577_2.png,1494579581_3.png,1494579600_4.png,1494579543_5.png,,,,,,,
391,https://r-games.net/391-short-circuit-.html,SHORT-CIRCUIT,"Чистяков А., Леликов А.","BILATERAL STAMP, LAV corp",1994,БК0010,"Аркада, Стрелялка",1994,,,Английский,"Игра по мотивам одноименного фильма ""Короткое Замыкание"". Ваша задача помочь ""номер 5"" преодолеть путь в целости и сохранности.",circuit32a1.zip,,short-circuit0aba.zip,,,,,,,,1494580976_1.png,1494580974_2.png,1494580958_3.png,1494581006_4.png,1494581037_5.png,1494581010_6.png,1494581008_7.png,1494581043_8.png,,,,
392,https://r-games.net/392-shot.html,SHOT,Успенский Д.А.,MC OD COM. TLD.,,БК0010,"Стрелялка, Аркада",,,,Английский,"Ваша задача перестрелять все мишени, уворачиваясь от пуль противника.",shotbk4e79.zip,,,,,,,,,,1494581599_1.png,1494581587_2.png,1494581566_3.png,,,,,,,,,
547,https://r-games.net/547-shuttle.html,SHUTTLE,Горбунов Д.В.,NPC soft,,БК0010,Логическая,,,,Русский / Английский,Космический имитатор Shuttle.,shuttle32e8.zip,,,,,,,,,,1494581984_1.png,1494582004_2.png,1494582007_3.png,1494582056_4.png,,,,,,,,
264,https://r-games.net/264-silkworm.html,SILKWORM,Кутяков Владимир,KUVO & ZEUS,1993,БК0010,Леталка-Стрелялка,1993,,,Английский,"Игра для двоих человек, Вы управляя вертолетом или джипом должны размочить вражескую технику :)",SILKWORM99cf.zip,,,,,,,,,,1365079392_1_1.png,1365076721_1.png,1365076805_2.png,1365076794_3.png,1365076753_4.png,1365076804_5.png,1365076739_6.png,,,,,
816,https://r-games.net/816-sirius-i.html,SIRIUS I,Дудин А.,ADA corp.,1992,БК0010,Платформа,1992,,,Русский / Английский,,sirius6ee6.zip,,sirius_disk_version0d01.zip,,,,,,,,1494919221_0.png,1494919216_1.png,1494919274_1_b.png,1494919252_3.png,1494919216_4.png,1494919238_5.png,1494919286_2.png,1494919292_1_e_d.png,1494919289_2_e_d.png,,,
393,https://r-games.net/393-skin-diving.html,SKIN DIVING,Романтовский Д.А.,RDA corp.,1990,БК0010,Аркада,1990,,,Русский,,skin_diving2c6c.zip,,,,,,,,,,,,,,,,,,,,,
32570,https://r-games.net/32570-skywalker.html,SKYWALKER,"КОЛЕСНИКОВ А.В, СТАДНИК М.В.",MASK,,БК0010,Аркада,,,,Английский,,skywalker33b9.zip,,,,,,,,,,1405404354_r-games.net_1.png,1405404334_r-games.net_2.png,1405404367_r-games.net_3.png,1405404379_r-games.net_4.png,,,,,,,,
394,https://r-games.net/394-skyworker.html,SKYWORKER,"КОЛЕСНИКОВ А.В, СТАДНИК М.В.",MASK,,БК0010,Аркада,,,,Английский,,skyworker58c7.zip,,,,,,,,,,1405403774_r-games.net_screenshot_627.png,1405403742_r-games.net_screenshot_628.png,1405403783_r-games.net_screenshot_629.png,,,,,,,,,
200,https://r-games.net/200-slalom.html,SLALOM,,BLC,,БК0010,Спортивная,,,,Русский / Английский,Горный слалом.,slalom03e8.zip,,,,,,,,,,1363759979_1.png,1363759983_2.png,,,,,,,,,,
32940,https://r-games.net/32940-slayer-bk0011m.html,SLAYER (БК0011М),Буховец Андрей Олегович (Dan Hammer production),DEADLINE SOFTWARE,1996,БК0011М,Леталка-Стрелялка,1996,,,Английский,"В вашем распоряжении самолет. Вы можете рулить и стрелять по противнику. А он в свою очередь стреляет в Вас. Убив энное количество врагов Вы долетаете до их поселения (базы, ангаров, аэродрома и т.п.), оно взрывается и Вы попадаете на следующий уровень. Всего есть 4 уровня. Пройдете - увидите концовку.",SLAYER8375.zip,,,,,,,,,,1409139157_r-games.net_1.png,1409139185_r-games.net_2.png,1409139183_r-games.net_3.png,1409139141_r-games.net_4.png,1409139125_r-games.net_5.png,,,,,,,
395,https://r-games.net/395-sliris.html,SLIRIS,Бортник Борис,BIL corp.,,БК0010,Аркада,,,,Русский / Английский,"Ваша задача: уничтожить охрану планеты, чтобы сесть на ее поверхность и найти вход в шахту.",slirisbd56.zip,,,,,,,,,,1494925460_1.png,1494925489_2.png,1494925446_3.png,1494925503_4.png,1494925490_5.png,,,,,,,
396,https://r-games.net/396-snake.html,SNAKE,Ярошенко В.А.,,1987,БК0010,Аркада,09.09.1987,,,Английский,"Ваша задача: вырастить удава, да подлиннее",snakebk4a0c.zip,,,,,,,,,,1494926338_1.png,1494926309_2.png,1494926358_3.png,,,,,,,,,
397,https://r-games.net/397-snake-bk0011m.html,SNAKE (БК0011М),AWARD,HGM,1994,БК0011М,Аркада,20.05.1994,,,Английский,Цель игры: построить змеиную дорожку передвигая земляные куски. Внимание!!! Перепутаны клавиши управления. Все движения в зеркальном отражении.,snake11m3690.zip,,,,,,,,,,1494927106_1.png,1494927186_2.png,1494927187_3.png,,,,,,,,,
48340,https://r-games.net/48340-snake-piton.html,SNAKE (ПИТОН),Камагин Александр,Stainless Steel Rat,1995,БК0010,Аркада,1995,,,Английский,"Игры типа ""Змейка"" или ""Питон"" одни из самых популярных игр на БК, выпущено много различных вариантов. Данная игра, реализована на языке Turbo-Pascal для БК0010, отличительной чертой является возможность играть сразу двум игрокам. Первый игрок управляет клавиатурой, второй джойстиком. Цель игры, управляя змеёй ползающей на плоскости, собирать яблоки. После каждого съеденного яблока, змея увеличивается в размерах. Одно съеденное яблоко - очко в копилку, какой игрок больше соберет очков, тот и победил.",snake_twod314.zip,,,,,,,,,,,,,,,,,,,,,
20698,https://r-games.net/20698-snow.html,SNOW,Миловидов В.Н.,MW Corp.,1992,БК0010,Леталка-Стрелялка,1992,,,Русский,В этой игре Вы должны нужным образом реагировать на падающие объекты.,snow8415.zip,,,,,,,,,,1494931616_1.png,1494931595_2.png,1494931652_3.png,1494931626_4.png,1494931632_5.png,1494931627_6.png,1494931647_7.png,,,,,
163,https://r-games.net/163-soft-of-future-reklama.html,SOFT OF FUTURE (РЕКЛАМА),SOFT OF FUTURE,CHEK,,БК0010,Реклама,,,,,"Реклама своих игр, компании SOFT OF FUTURE",soft_of_future_demo2207.zip,,,,,,,,,,1373449579_1.png,1373449554_2.png,1373449605_3.png,,,,,,,,,
398,https://r-games.net/398-soi-focal-11m.html,SOI (FOCAL 11M),,,,БК0011 ФОКАЛ,Аркада,,,,Русский,,soi-focal-11m9cf4.zip,,,,,,,,,,1296806838_1.jpg,1296806802_2.jpg,,,,,,,,,,
548,https://r-games.net/548-soko-ban-beysik.html,SOKO-BAN (БЕЙСИК),Ходулев А.Б.,,1991,БК0010-01 БЕЙСИК,Логическая,1991,,,Русский,Ваша задача - расставить все ящики по местам. Версия игры на БЕЙСИКЕ.,soko-banbasice61b.zip,,,,,,,,,,1495180773_1.png,1495180816_2.png,1495180775_3.png,1495180794_4.png,,,,,,,,
550,https://r-games.net/550-sokoban.html,SOKOBAN,Дудин А.,ADA corp.,,БК0010,Логическая,,,,Русский / Английский,"Ваша задача: собрать камни на складе, передвигая их по одному.",sokoban_ada3947.zip,,,,,,,,,,1495181372_1.png,1495181412_2.png,1495181385_3.png,,,,,,,,,
549,https://r-games.net/549-sokoban.html,SOKOBAN (БК0011М),"CHP corp., NIVA corp.",,1995,БК0011М,Логическая,1995,NIVA corp.,,Русский / Английский,"Классический SOKOBAN, довольно неплохого качества.",sokobanccd0.7z,,,,,,,,,,1495184873_1.png,1495184876_2.png,1495184829_3.png,1495184861_4.png,1495184815_5.png,,,,,,,
551,https://r-games.net/551-sokoban-classic.html,SOKOBAN CLASSIC,"Кононенко C., Чудиновских И., Боровик А.",MERCURY SOFTWARE,1995,БК0010,Логическая,1995,,,Русский / Английский,Классический SOKOBAN. Для перехода на следующий уровень необходимо расставить все ящики по своим места.,sokbn-cs73d4.zip,,,,,,,,,,1495185646_1.png,1495185668_2.png,1495185712_3.png,,,,,,,,,
715,https://r-games.net/715-soldier.html,SOLDIER,DIM corp.,,1991,БК0010,"Лабиринт, Аркада",1991,,,Русский / Английский,"Ваша задача: дойти до самого нижнего лабиринта. Вам будут мешать всевозможные гады, от которых надо сматываться.",soldier-ru1991dim1000p2f41.zip,,soldier-ru1991dim720c-kingsoftc4bb.zip,,,,,,,,1495187446_1.png,1495187445_2.png,1495187413_3.png,1495187470_4.png,1495187474_5.png,,,,,,,
837,https://r-games.net/837-solitaire-royale.html,SOLITAIRE ROYALE,Абрамкин П.Ю.,A-corp.,1995,БК0010,Азартная,1995,,,Английский,Все игры в Solitaire Royale имеют в общем 2 основные цели: сложить все карты в определенном порядке или удалить все карты с экрана.,solitbkdf34.zip,,,,,,,,,,1495194250_1.png,1495194306_2.png,1495194287_3.png,1495194321_4.png,1495194296_5.png,,,,,,,
552,https://r-games.net/552-solomon.html,SOLOMON,Янковский Андрей,,1993,БК0010,Логическая,1993,,,Английский,"Для перехода на следующий уровень, Вам необходимо взять ключ от двери, а так же, по пути к ключу, собирать всевозможные предметы.",solomon774d.zip,,solomon82ca.zip,,,,,,,,1495196366_1.png,1495196364_2.png,1495196365_3.png,1495196366_4.png,1495196396_6.png,1495196387_5.png,,,,,,
265,https://r-games.net/265-sopwith.html,SOPWITH,Романтовский Д.А.,RDA corp.,1990,БК0010,Леталка-Стрелялка,1990,,,Русский / Английский,,sopwithbcf0.zip,,,,,,,,,,,,,,,,,,,,,
266,https://r-games.net/266-space.html,SPACE,Савин В.,SW corp.,,БК0010,Леталка-Стрелялка,,,,Русский,"Игра по типу, летим и стреляем во всё что движется.",space8ef2.zip,,,,,,,,,,,,,,,,,,,,,
399,https://r-games.net/399-space-oes.html,SPACE (OES),OES corp.,,,БК0010,Аркада,,,,Русский,"Цель игры - добраться по кирпичам до метки, уберегая их от креста, съедая его и избегая встречи с ними.",spaceoes1ce6.zip,,,,,,,,,,1495436768_1.png,1495436830_2.png,1495436817_3.png,,,,,,,,,
267,https://r-games.net/267-space-battle-bk0011m.html,SPACE BATTLE,Alexsoft,,,БК0010,Леталка-Стрелялка,,,,Английский,Игра по типу летим и стреляем во всё что движется.,space_battle7b66.zip,,,,,,,,,,1365066577_1.png,1365066654_2.png,1365066658_3.png,,,,,,,,,
268,https://r-games.net/268-space-escape.html,SPACE ESCAPE,Петров Е.И.,P&R&K,,БК0010,Леталка-Стрелялка,,,,Русский,"Space Escape - Космический побег. Ваш космический катер был сбит коварными обитателями планеты Toorun и Вы попали в плен, но Вам удалось сбежать. Теперь Вы должны покинуть планету, чтобы предупредит землян об опасности этой планеты.",spac_escc77d.zip,,space_escapea63e.zip,,,,,,,,1495437737_1.png,1495437788_2.png,1495437777_3.png,1495437739_4.png,,,,,,,,
269,https://r-games.net/269-space-hit.html,SPACE HIT,"Латышев А.В., Лысов С.",,,БК0010,"Стрелялка, Логическая",,,,Русский,Практически полный аналог игры ULTIMA ZONE.,space_hitbe33.7z,,,,,,,,,,1365065126_1.png,1365065131_2.png,1365065114_3.png,1365065159_4.png,1365065156_5.png,,,,,,,
400,https://r-games.net/400-space-hunting.html,SPACE HUNTING,Камнев С.,,,БК0010,Аркада,,,,Русский,Вам нужно за 120 секунд уничтожить как можно больше вредных и опасных инопланетных чудовищ.,space-hunting50ce.zip,,,,,,,,,,1296807377_1.jpg,1296807423_2.jpg,,,,,,,,,,
270,https://r-games.net/270-space-shuttle.html,SPACE SHUTTLE,Дементьев А.В.,AVD corp.,1992,БК0010,Леталка-Стрелялка,27.04.1992,,,Русский,"Вы управляете космическим челноком, летящим над неизвестной планетой. Ваша задача - добраться до военной базы инопланетян.",spaceshuttle7a54.zip,,,,,,,,,,1312790614_1.jpg,1495438877_1.png,1495438839_2.png,1495438902_3.png,1495438871_4.png,1495438912_5.png,,,,,,
271,https://r-games.net/271-space-travel-beysik.html,SPACE TRAVEL (БЕЙСИК),RH corp.,,1992,БК0010-01 БЕЙСИК,Леталка-Стрелялка,1992,,,Английский,"Летим в космическом пространстве, отстреливаем всё что попадается на пути. Несмотря на то, что игра написана на Бейсике, вполне ""играбельна"".",space_travel_basic1a4f.zip,,,,,,,,,,1365064043_1.png,1365064079_2.png,1365064129_3.png,,,,,,,,,
36474,https://r-games.net/36474-space-war.html,SPACE WAR,S&M corp.,,,БК0010,Леталка-Стрелялка,,,,Английский,,SPACE_WAR85cc36.zip,,,,,,,,,,1440074066_r-games.net_1.png,1440074036_r-games.net_2.png,1440074047_r-games.net_3.png,,,,,,,,,
273,https://r-games.net/273-space-war.html,SPACE WAR,Робустов Д.,MRcorp.,1989,БК0010,Леталка-Стрелялка,1989,,,,"Цель игры - захватить базу противника, которую охраняют наемники. Необходимо, уничтожая их, проникнуть в базу. У Вас имеется аннигилятор, уничтожающий метеориты, и торпедная установка для боя с охранниками. Запас кислорода, энергии и торпед ограничен. На пульте находится карта, указатель курса и индикатор боя (красный - охранник на расстоянии выстрела, голубой - недалеко, синий - в зоне базы, черный - нет). Когда охранник подойдет к Вам на небольшое расстояние он берет Ваш корабль на абордаж.",spacewar8a98.zip,,,,,,,,,,1365061240_1.png,1365061255_2.png,1365061207_3.png,1365061255_4.png,,,,,,,,
554,https://r-games.net/554-space-war-focal.html,SPACE WAR (FOCAL),,,,БК0010 ФОКАЛ,Аркада,,,,Русский,Вы несете патрульную службу. Ваш боевой катер охраняет галактику от воинственных пришельцев.,kosmos_foc0486.zip,,,,,,,,,,1495441250_1.png,1495441268_2.png,1495441321_3.png,,,,,,,,,
272,https://r-games.net/272-space-warrior.html,SPACE WARRIOR,Батурин Михаил,,,БК0010,Леталка-Стрелялка,,,,Русский / Английский,"Враги Космической Конфедерации из центра Галактики, вторглись в одну из союзных планетных систем, которая расположена у звезды Росс-154. Приказ кораблю 'Space Warrior', патрулирующему эту систему: уничтожить агрессоров.",spacewr5565.zip,,,,,,,,,,1365063225_1.png,1365063156_2.png,1365063242_3.png,1365063221_4.png,,,,,,,,
20699,https://r-games.net/20699-space-way.html,SPACE WAY,Ноянов Ю.,SHA MEDUSA corp.,,БК0010,"Аркада, Стрелялка",,,,Русский / Английский,,space_w1ecd6.zip,,space_w2bbf8.zip,,space_w3da14.zip,,space_w4cc86.zip,,space_w5240a.zip,,1495444205_1.png,1495444239_1_1.png,1495444210_1_2.png,1495444169_1_3.png,1495444187_2_1.png,1495444199_2_2.png,1495444226_2_3.png,1495444173_2_4.png,1495444251_3_1.png,1495444232_3_2.png,1495444213_4_1.png,1495444211_4_2.png
20703,https://r-games.net/20703-spaceship-constructor.html,SPACESHIP CONSTRUCTOR,"Полторацкий Д, Шелепов А. (ADS corp.)",БК-СЕРВИС,,БК0010,Аркада,,,,Русский / Английский,"Космический десантник Джек Брендон получает сигнал SOS из дальнего космоса. Джек рвется в путь, он обращается в межгалактический совет с просьбой помочь в этом деле. Но его давний враг настроил членов совета против Джека, и соответственно, в помощи Брэндону отказывают. Приходится десантнику рассчитывать только на свои силы. Но чтобы улететь с Земли, Джеку необходимо собрать корабль, чему активно сопротивляются тамошние бюрократы, которых Вы можете вырубать одним выстрелом. Однако самые опасные мигающие столбы, при прикосновением с которыми Вы почувствуете себя не очень хорошо...",constructor_disk_version8c13.zip,,constructor8095.zip,,,,,,,,1495610524_1.png,1495610590_2.png,1495610556_3.png,1495610517_4.png,,,,,,,,
716,https://r-games.net/716-spider-man.html,SPIDER MAN,,,,БК0010,Лабиринт,,,,Русский / Английский,"Цель игры: пройти 9 лабиринтов, собирая клады, уничтожая преграды, убегая от привидений.",spider_man1aaf.zip,,spider-man-eternal-lifesb01f.zip,,,,,,,,1495611741_1.png,1495611762_2.png,1495611739_3.png,1495611707_4.png,,,,,,,,
165,https://r-games.net/165-spiky-reklama.html,SPIKY (РЕКЛАМА),"Бортник Борис (BIL corp), BIL corp., PLEMYANNIC SOFT",CHEK,,БК0010,Реклама,,BIL corp.,PLEMYANNIC SOFT,Русский,"Реклама игры SPIKY + бонус, логическая игра - Ваша задача разминировать минное поле. Всего 900 квадратов, из 200 мин.",spikyf6e8.zip,,,,,,,,,,1495612718_1.png,1495612680_2.png,1495612744_3.png,,,,,,,,,
401,https://r-games.net/401-stalker.html,STALKER,Бакин Д.О.,Ростовское ВВКМУ Ракетных войск,,БК0010,Аркада,,,,Английский,Ваша задача дойти до сокровища сокровищ - золотого шара. Успеха Вам.,stalker64b9.zip,,,,,,,,,,1394773745_1.png,1394773746_2.png,1394773745_3.png,1394773807_4.png,,,,,,,,
274,https://r-games.net/274-star.html,STAR,"RADS, LSP corp.",,1989,БК0010,Леталка-Стрелялка,30.11.1989,LSP corp.,,Английский,Ваша задача уничтожить инопланетных захватчиков.,star8824.zip,,,,,,,,,,1365058266_1.png,1365058297_2.png,1365058303_3.png,1365058225_4.png,,,,,,,,
275,https://r-games.net/275-star-bandit-beysik.html,STAR BANDIT (БЕЙСИК),"Юров Владислав, Бабешко Михаил",ANDROID,1990,БК0010-01 БЕЙСИК,Леталка-Стрелялка,1990,Бабешко Михаил,,Русский,"Преступное объединение ""Звездный бандит"" организовало на необитаемых планетах производство смертоносного оружия с тем, чтобы взорвать Землю.",star_bandit08e8.zip,,,,,,,,,,1365060355_1.png,1365060436_2.png,1365060412_3.png,1365060380_4.png,,,,,,,,
817,https://r-games.net/817-star-sheriff.html,STAR SHERIFF,Best of the Best corp.,,,БК0010,Платформа,,,,Английский,"Вы — звёздный шериф Кольт, член эскадры звёздной кавалерии. Ваша миссия — проникнуть на базу Олдрайдеров, чтобы собрать важные дискеты с информацией и заминировать три ключевых сектора, чтобы предотвратить дальнейшее использование базы противником.",star_sheriff9a6c.7z,,,,,,,,,,1495617663_1.png,1495617623_2.png,1495617600_3.png,1495617599_4.png,1297773343_3.jpg,1297773279_4.jpg,,,,,,
402,https://r-games.net/402-star-trek.html,STAR TREK,Шишкин Дмитрий,CAT corp,,БК0010,Аркада,,,,Английский,"Ваша задача - находясь под непрерывным огнем противника, уничтожить как можно больше техники.",star_trekbk7fe0.zip,,,,,,,,,,1394774186_1.png,1394774177_2.png,1394774259_3.png,1394774210_4.png,1394774230_5.png,,,,,,,
276,https://r-games.net/276-star-war.html,STAR WAR,RADS,,,БК0010,Леталка-Стрелялка,,,,,Ваша задача уничтожить инопланетных захватчиков.,STAR_WAR2e81.zip,,,,,,,,,,1365057166_1_1.png,1365057135_1.png,1365057142_2.png,1365057230_3.png,1365057202_4.png,,,,,,,
20704,https://r-games.net/20704-star-warriors-1-ciperons-labirint.html,STAR WARRIORS - 1 (CIPERONS LABIRINT),"Коган М.А., Урбанский А.К.",RABBIT corp,1996,БК0010,,1996,,,Русский / Английский,"Вы космический десантник. Вам поставлена трудная задача - проникнуть внутрь астероида, разыскать его создателей и наладить контакт с ними.",starwarriorsfe4a.zip,,,,,,,,,,1495700357_1.png,1495700355_2.png,1495700402_3.png,1495700430_4.png,1495700435_5.png,1495700363_6.png,1495700422_7.png,,,,,
761,https://r-games.net/761-star-wars-return-of-jedi.html,STAR WARS RETURN OF JEDI,Сидоров С.В.,SSV,1991,БК0010,"Стрелялка, Ралли, Аркада",1991,,,Английский,Игра по мотивам фильма ЗВЕЗДНЫЕ ВОЙНЫ.,return7840.zip,,return-jedi-diskf4a4.zip,,,,,,,,1495701947_2.png,1495701981_3.png,1495701997_4.png,1495701939_5.png,1495701949_6.png,1495701911_1.png,,,,,,
885,https://r-games.net/885-starfighter-1-focal.html,STARFIGHTER 1 (ФОКАЛ),LAS & Co Corp.,,1986,БК0010 ФОКАЛ,,1986,,,Русский / Английский,"В ответ на превентивный удар ВС США, русские дали ответный залп; система космической защиты дала сбой. Конкретно: отказала система наведения спутника LZ-113-USAF. Вам предстоит принять ручное управление спутником.",starfighterfocbe1e.zip,,,,,,,,,,,,,,,,,,,,,
818,https://r-games.net/818-starship-troopers.html,STARSHIP TROOPERS,"Меркулов А., Меркулов П., Панин Г.",PROGRAM AVANGARD,1995,БК0011М,Платформа,1995,,,,,starship_troopers267d.zip,,,,,,,,,,,,,,,,,,,,,
277,https://r-games.net/277-starwalk.html,STARWALK,Малыгин М.Н.,,,БК0010,Леталка-Стрелялка,,,,Русский,Управляя космическим кораблем Вы должны пролететь 100км. Вам будут мешать космические тела и летающие тарелки.,starwalk9c6c.7z,,,,,,,,,,1365055826_1.png,1365055868_2.png,,,,,,,,,,
278,https://r-games.net/278-starwar.html,STARWAR (ЗВЕЗДНЫЕ ВОЙНЫ),"Горбунов Д.В., Андрющенко Г.В.",NPC soft,1991,БК0010,Леталка-Стрелялка,26.01.1991,Андрющенко Г.В.,,Русский / Английский,"Звездные воины - это было давно... в галактике С3.19 почти не осталось колоний землян, когда на малую звездную систему напали. Защищаться было бесполезно. Мощные боевые корабли врагов быстро подавили слабое сопротивление землян. Судьба колонии была решена...",starwar60cf.zip,,,,,,,,,,1365054809_1.png,1365054817_2.png,1365054835_3.png,1365054841_5.png,1365055218_4.png,,,,,,,
718,https://r-games.net/718-stone-nightmare.html,STONE NIGHTMARE,"КОЛЕСНИКОВ А.В, СТАДНИК М.В.",MASK,1989,БК0010,Лабиринт,1989,,,Английский,«STONE NIGHTMARE» или «КАМЕННЫЙ КОШМАР»,stonenightmarec1e6.zip,,,,,,,,,,1496817210_1.png,1496817198_2.png,1496817191_3.png,1496817226_4.png,1496817211_5.png,,,,,,,
48281,https://r-games.net/48281-stop-the-express.html,STOP THE EXPRESS,nzeemin / Nikita Zimin,,2019.10.11,БК0010,"Аркада, Демо",2019.10.11,,,Английский,Имя файла:express-rev11-2018_09_25.zip Формат:zip Размер:8.49 Kb Загружен:19-03-2020 09:41 Скачиваний:54 MD5:f8f51cd78f4412bdd7ea50f3d50dc425,express-rev11-2018_09_25bd6c.zip,,express-rev19-2019_10_11919f.zip,,,,,,,,,,,,,,,,,,,
622,https://r-games.net/622-streap-club.html,STREAP CLUB,Тюрев Дмитрий,TD corp.,1992,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,https://r-games.net/624-streap-show.html,STREAP SHOW,"Марков Михаил, Шишкин Николай, Малышев Анатолий",SMASH Corp.,,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,https://r-games.net/166-street-reklama.html,STREET (РЕКЛАМА),"Меркулов А., Меркулов П., Панин Г.",PROGRAM AVANGARD,,БК0010,Демо,,,,,Реклама игры STREET (гонки на подержанных автомобилях).,street_advertisementc281.zip,,,,,,,,,,1395820373_r-games.net_1.png,,,,,,,,,,,
623,https://r-games.net/623-strip-poker.html,STRIP POKER,SOFT OF FUTURE,CHEK,1992,БК0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,https://r-games.net/403-stronghold.html,STRONGHOLD,Агапов Юрий,AJV corporation,1992,БК0010,"Аркада, Логическая",1992,,,Русский,Цель игры: Сохранив энергию и время залезть на верх башни,strongholdbe6e.zip,,,,,,,,,,1499927530_1.png,1499927478_2.png,1499927508_3.png,1499927497_4.png,1499927534_5.png,,,,,,,
279,https://r-games.net/279-subway.html,SUBWAY,Попов Д.А.,,1990,БК0010,Леталка-Стрелялка,1990,,,,Ваша задача - пролететь на вертолете через туннель и при этом остаться в живых.,subway096f.zip,,,,,,,,,,1310035848_1.jpg,1310035812_2.jpg,1310035804_3.jpg,,,,,,,,,
167,https://r-games.net/167-sun-box.html,SUN BOX,,LIFE Corp.,,БК0010,Демо,,,,,Данное демо представляет из себя показ различных заставок из игр и фоном играющая музыка.,sunboxaf03.zip,,,,,,,,,,1395819304_r-games.net_1.png,1395819241_r-games.net_2.png,1395819261_r-games.net_3.png,1395819284_r-games.net_4.png,,,,,,,,
31561,https://r-games.net/31561-super-demo-bk0011m.html,SUPER (DEMO) БК0011М,,,,БК0010,,,,,,Платформа: БК0011М,Super-Demo0404.zip,,,,,,,,,,1364216813_1.png,1364216854_2.png,,,,,,,,,,
762,https://r-games.net/762-super-rally.html,SUPER RALLY,,Bybon,,БК0010,Ралли,,,,,,superrally1704c.zip,,superrally27f03.zip,,superrally34973.zip,,,,,,1405493090_r-games.net_2.png,1405493125_r-games.net_3.png,1405493122_r-games.net_4.png,1405493087_r-games.net_5.png,1405493092_r-games.net_6.png,1405493105_r-games.net_7.png,1405493075_r-games.net_8.png,,,,,
404,https://r-games.net/404-super-wall.html,SUPER WALL,,,,БК0010,Аркада,,,,Английский,Имя файла:superwall.zip Формат:zip Размер:9.21 Kb Загружен:04-02-2011 14:32 Скачиваний:101 MD5:2c52c50c69a3ec18ba7836d491b3f971,superwall1d61.zip,,,,,,,,,,,,,,,,,,,,,
719,https://r-games.net/719-superball.html,SUPERBALL,TD&MAX,TD&MAX,1993,БК0010,Лабиринт,1993,,,,Имя файла:SUPERBALL.zip Формат:zip Размер:20.77 Kb Загружен:09-07-2013 14:29 Скачиваний:105 MD5:5c78df5d25b21ca1872299d4aea5f776,SUPERBALL1c96.zip,,,,,,,,,,,,,,,,,,,,,
